"author","title","time","numberComments","numberofWords","CurrentAffairs","Education","Music","Philosophy","PoliticalScience","Science","History","Law","Games","Books","FoodandDrink","DataSource","WebTech"
"Tyler Cowen","How are Irish banks doing?",2011-03-27,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-03-27,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The Spence and Hlatshwayo paper is now on-line",2011-03-27,2,581,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Meta-ethics, realism, and intuitionism",2011-03-27,6,488,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Fragments of truth",2011-03-28,7,73,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Barter markets in everything?",2011-03-28,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-03-28,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Dennis is Not More Likely to be a Dentist",2011-03-28,2,310,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Paul Krugman tries to lure Scott Sumner out of retirement",2011-03-28,3,405,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-03-29,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How would the time-stream of humanity sort itself into coalitions?",2011-03-29,4,252,0,0,0,0,0,0,1,0,1,0,0,0,0
"Tyler Cowen","Assorted links",2011-03-29,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Libya and our budget",2011-03-29,4,156,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","How much productivity growth was there during 2007-2009?",2011-03-29,6,579,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Mandelbox",2011-03-29,NA,34,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","In my pile and out the door",2011-03-30,NA,182,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-03-30,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","\u201cEthos of the Unit\u201d",2011-03-30,2,135,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Alan Greenspan does not like the Dodd-Frank Bill",2011-03-30,8,303,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","When does money help you remember?",2011-03-30,NA,182,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Live streaming of Kaufmann Foundation econbloggers event",2011-03-31,NA,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-03-31,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","To Reduce Bribery, Make it Legal",2011-03-31,6,263,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The fallacy of mood affiliation",2011-03-31,10,326,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Brasilia bleg",2011-03-31,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why so little gas station arbitrage?",2011-03-31,4,208,0,1,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Ireland fact of the day",2011-03-31,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The Hayek Twitter game",2011-04-01,4,186,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","When did the big gains in agricultural productivity come?",2011-04-01,2,102,0,0,0,0,0,0,1,0,0,0,1,0,0
"Tyler Cowen","Tips for book recommendations",2011-04-01,4,147,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","My favorite things South Africa",2011-04-01,3,445,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","WKRP and the Tragedy of the Anti-Commons",2011-04-01,6,430,0,0,0,0,0,0,0,1,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-04-01,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The Kaufmann econblogger talks are up",2011-04-02,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-02,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China price request of the day",2011-04-02,NA,170,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Seminal books for each decade",2011-04-02,9,155,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-03,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What determined the playing length of an audio CD?",2011-04-03,2,205,0,0,1,0,0,0,1,1,0,1,0,0,0
"Alex Tabarrok","The Matchmaker",2011-04-03,2,301,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Healthy living vouchers: will they work?",2011-04-03,6,367,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Words of wisdom",2011-04-04,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Understanding Global Trade*",2011-04-04,NA,24,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Hash tag battles",2011-04-04,NA,27,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Assorted links",2011-04-04,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","General principles for evaluating Medicare reforms",2011-04-04,9,248,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Total Factor Productivity",2011-04-04,3,31,0,0,0,0,0,1,1,0,0,0,0,1,0
"Tyler Cowen","Do private vouchers help control health care costs?",2011-04-05,4,332,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-05,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","New Design",2011-04-05,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Will the government shut down?",2011-04-05,NA,105,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Choice-based Medicare cost controls",2011-04-05,20,691,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Haiti fact of the day",2011-04-05,1,92,0,0,0,0,1,0,0,0,0,1,0,1,0
"Tyler Cowen","China arbitrage story of the day German flight attendants arrested in quantitative easing scheme",2011-04-06,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","China Grave Bubble",2011-04-06,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-06,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The Paul Ryan budget plan",2011-04-06,11,615,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The wit and wisdom of Garett Jones",2011-04-07,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Questions that are rarely asked",2011-04-07,4,145,0,0,0,0,1,0,0,0,1,0,0,0,0
"Tyler Cowen","Brazil fact of the day",2011-04-07,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Judging by review quality",2011-04-07,1,86,0,1,0,0,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","Agricultural Extortion and Terrorism",2011-04-07,5,402,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","*Before the Revolution*",2011-04-07,NA,403,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","A Rubinstein bargaining model with a finite time horizon",2011-04-08,1,191,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-08,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Relativistic statistical arbitrage",2011-04-08,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","David Brooks nails it",2011-04-08,14,174,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Vaclav Smil",2011-04-08,1,180,0,0,0,0,0,1,1,0,0,1,0,0,0
"Tyler Cowen","China (future) markets in everything thwarted markets in everything",2011-04-08,NA,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-09,NA,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","\u201cWhen and where do great feats of architecture come about?\u201d",2011-04-09,2,203,0,0,0,0,0,0,1,0,0,0,0,0,0
"Alex Tabarrok","Cell Phone Paternalism",2011-04-09,6,418,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Porto Alegre, the \u201cslice house\u201d",2011-04-09,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bryan Caplan, prophet of his time",2011-04-10,4,313,0,1,0,0,0,0,0,0,0,1,0,1,0
"Tyler Cowen","Assorted links",2011-04-10,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The culture that is France",2011-04-10,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Brazil fact of the day",2011-04-10,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Londenio\u2019s four questions",2011-04-11,2,206,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-04-11,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Capturing economic value",2011-04-11,NA,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sentences to make you angry (or not)",2011-04-11,13,254,0,0,0,0,1,0,0,0,0,0,0,1,0
"Tyler Cowen","Assorted links",2011-04-12,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Porto Alegre notes",2011-04-12,2,271,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Best Rejection Letter ', <em>Ever</em>]",2011-04-12,2,97,0,0,0,0,0,0,1,0,0,1,0,0,0
"Alex Tabarrok","Serenity Parenting",2011-04-12,5,293,0,0,0,0,0,1,0,0,0,1,0,0,0
"Tyler Cowen","Negative nominal interest rates",2011-04-12,2,413,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-13,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","A new school of regulatory economics the culture that is Georgia",2011-04-13,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","End our Dependence on Vital Foreign Resources!",2011-04-13,2,151,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Why are real interest rates in Brazil so high?",2011-04-13,1,366,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Ahem, a lot of the spending cuts are frauds",2011-04-13,6,401,0,0,0,0,1,0,0,0,1,0,0,0,0
"Tyler Cowen","Who will win the John Bates Clark award?",2011-04-14,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Rio\u2019s off-shore oil",2011-04-14,2,156,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-14,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Debunking Bartels on the Democrats",2011-04-14,4,226,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","Brasilia notes",2011-04-14,2,243,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Cash grants instead of Medicare?",2011-04-14,21,305,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Nouriel Roubini on Austro-Chinese business cycle theory",2011-04-15,3,276,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Acemoglu appointment seems to be a false rumor",2011-04-15,NA,91,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-15,NA,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Does Brasilia work?",2011-04-15,3,365,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","A Christian Scientist\u2019s guide for opting out of Medicare",2011-04-15,7,627,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sentences to ponder",2011-04-16,2,37,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-16,NA,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Duncan Foley on the growth slowdown",2011-04-16,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*The Origins of Political Order*",2011-04-16,2,271,0,0,0,0,1,0,1,0,0,1,0,0,0
"Tyler Cowen","My NYT column on the euro",2011-04-17,2,191,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Do Cellphones Cause Brain Damage?",2011-04-17,6,293,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","What I\u2019ve been reading",2011-04-17,NA,280,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Why do Brazilians emigrate so infrequently?",2011-04-17,12,283,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","David Leonhardt wins a Pulitzer Prize",2011-04-18,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Medicare and adverse selection",2011-04-18,8,622,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-18,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Brazil fact of the day",2011-04-18,NA,41,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","A convincing smile is difficult to fake",2011-04-18,NA,223,0,0,0,0,0,1,0,0,0,0,0,0,0
"Alex Tabarrok","Philosophy Referee Signals",2011-04-18,2,37,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted link",2011-04-19,NA,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Markets in Everything: Newspaper Rentals",2011-04-19,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The economics of Bitcoin",2011-04-19,9,423,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-19,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","I will be debating Roger Scruton at AEI",2011-04-19,1,53,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Self-recommending",2011-04-19,1,60,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","*The Long Goodbye*",2011-04-19,NA,95,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","*In the First Circle*",2011-04-19,2,125,0,0,0,0,0,0,1,1,0,1,0,0,0
"Tyler Cowen","Jerry Brito defends Bitcoin",2011-04-20,6,343,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-20,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Rich Man Who Can\u2019t be Taxed",2011-04-20,14,500,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Markets in everything the culture that is Denmark",2011-04-20,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Chopin\u2019s Sonata ",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Treasure Islands*",2011-04-20,1,172,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Which universities spend the most on athletics?",2011-04-20,2,78,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","*Levant* (Smyrna, Alexandria, and Beirut)",2011-04-21,1,146,0,0,0,0,1,0,1,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-04-21,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Game theory and the budget",2011-04-21,10,350,1,0,0,0,1,0,0,0,0,0,0,0,0
"Alex Tabarrok","Gag Orders",2011-04-21,3,361,1,0,0,0,0,0,0,1,0,0,0,0,1
"Tyler Cowen","The Great Stagnation, a continuing story",2011-04-21,3,86,0,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Why are so many Russian Jews Republicans?",2011-04-22,7,514,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-22,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Are \u201cgreen\u201d products declining?",2011-04-22,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Religious conversion as an anti-poverty strategy",2011-04-22,11,391,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Dead Man Taxing for the Last Time",2011-04-22,9,310,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-23,NA,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*How To Live*",2011-04-23,NA,110,0,0,0,1,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","The State of the Union",2011-04-23,3,142,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","\u201cThe People\u2019s Budget\u201d",2011-04-23,9,523,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Haitian real estate update",2011-04-24,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-24,NA,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Happy Easter",2011-04-24,NA,17,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Happy Easter",2011-04-24,NA,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Scott Sumner, from the comments",2011-04-24,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","\u201cConsumer-driven\u201d health care",2011-04-25,8,164,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bryan Caplan defends pacifism",2011-04-25,6,296,0,0,1,1,1,0,1,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-25,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*A Great Leap Forward: 1930s Depression and U.S. Economic Growth*",2011-04-25,3,229,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","The Samuelson-Stolper theorem",2011-04-25,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Price Elasticity of the Demand for Oil",2011-04-26,2,268,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Royal wedding markets in everything",2011-04-26,NA,84,0,0,0,0,0,0,1,0,0,0,1,0,0
"Tyler Cowen","Assorted links",2011-04-26,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Compassion, by the Pound*",2011-04-26,2,112,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Banerjee and Duflo on poverty and food",2011-04-26,3,240,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","(Less) High Speed Rail",2011-04-26,3,275,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Is Bitcoin a bubble?",2011-04-26,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Words of wisdom",2011-04-27,4,156,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tyler Cowen","Chopin\u2019s piano sonata #2, a continuing series",2011-04-27,1,66,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-04-27,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Should NFL players become like economics professors?",2011-04-27,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Motivation and IQ, incentives matter",2011-04-27,2,146,0,1,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","The Great Stagnation, in agriculture",2011-04-27,2,118,0,0,0,0,0,0,0,0,0,0,0,1,0
"Alex Tabarrok","Natural Gas",2011-04-28,4,148,0,0,0,0,0,1,0,0,0,0,0,1,0
"Tyler Cowen","Tim Harford\u2019s *Adapt*",2011-04-28,NA,55,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","MaLa Tang",2011-04-28,NA,130,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Assorted links",2011-04-28,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Keynes vs. Hayek, round II",2011-04-28,3,21,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How well is fiscal austerity working in the UK?",2011-04-28,4,563,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Brazil fact of the day",2011-04-29,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-29,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","A simple model of a reluctant Fed",2011-04-29,4,180,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","*Adapt*, by Tim Harford",2011-04-29,1,387,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Mexico facts of the day",2011-04-29,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-04-30,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Lost Eden of Childhood. Not Lost. Not Eden.",2011-04-30,10,659,0,1,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Car thieves are not locavores, or the law of one price",2011-04-30,1,116,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The spiral in health care costs",2011-04-30,2,220,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Osama bin Laden is dead",2011-05-01,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Childhood memories",2011-05-01,4,218,0,0,0,0,0,0,1,0,1,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-01,NA,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Libertarian vs. existentialist notions of freedom",2011-05-01,NA,28,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Did Keynes favor planning?",2011-05-01,7,327,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","Matt Rognlie is blogging again",2011-05-02,NA,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Keynes on planning, coda",2011-05-02,5,238,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Inconvenient possibility?",2011-05-02,11,163,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","And the big winner is\u2026",2011-05-02,3,74,1,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Assorted links",2011-05-02,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Pakistan: A Hard Country*",2011-05-02,4,286,1,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","What is a good, short readable book on market economics?",2011-05-04,17,167,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","The Military Industrial Complex",2011-05-04,3,62,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Chess, a game of war from India/Afghanistan/Persia",2011-05-04,2,67,0,0,0,0,0,0,1,0,1,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-04,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bill James pursues serial killers",2011-05-04,2,215,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Jeremy Grantham vs. Julian Simon",2011-05-04,4,411,0,0,0,0,0,0,1,0,0,0,0,0,0
"Alex Tabarrok","Illiteracy and Testing",2011-05-05,7,270,0,1,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","What is the most neglected and underrated *accessible* pop music album?",2011-05-05,18,175,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-05,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","In my pile",2011-05-05,1,149,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","Electric Roads",2011-05-05,8,147,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","The AV (alternative vote) electoral reforms",2011-05-05,2,326,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","The beginning of the end of the beginning",2011-05-06,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The culture that is Buenos Aires",2011-05-06,2,177,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-05-06,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The demand for affiliation (the dogs of war)",2011-05-06,3,112,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The modern day candlemakers\u2019 story",2011-05-06,4,193,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Robert Clower passes away at 85",2011-05-07,NA,231,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-07,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Morgan Kelly writes from Ireland",2011-05-07,1,358,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tyler Cowen","Some simple game theory",2011-05-07,1,160,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Is the downturn all about weak aggregate demand?",2011-05-07,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-08,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","TEDx talk on Monday",2011-05-08,NA,43,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The new Florida Medicaid plan",2011-05-08,3,155,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","One reason why independence for Scotland would be a bad idea",2011-05-08,3,204,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","New York tips",2011-05-09,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-09,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Books about America, by foreigners, bleg",2011-05-09,4,170,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","Selling Government Assets",2011-05-09,6,325,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Karl Smith on aggregate demand",2011-05-09,NA,266,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2011-05-10,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Loser men",2011-05-10,10,609,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How to bribe your kids?",2011-05-10,2,198,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Nominal shocks",2011-05-10,1,332,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sendhil Mullainathan to the CFPB",2011-05-11,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*The Anatomy of Influence: Literature as a Way of Life*",2011-05-11,NA,198,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2011-05-11,NA,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Assorted Links",2011-05-11,2,102,1,0,0,0,0,0,0,0,0,0,0,0,0
